family,feature,quintile,hour_block,horizon_bars,outcome,n_state,n_comp,effect,state_mean,comp_mean,p,q,confirmation_n_state,confirmation_n_comp,confirmation_effect,confirmation_p,direction,confirmation_q,quarters_same_sign,quarter_details,abs_confirmation_effect,robustness_full_n,robustness_full_effect,halves_same_sign,months_same_sign,half_details,month_details,robustness_pass
compression_expansion,compression6_atr,5,0.0,6,move_ge_1atr,4492,62644,-0.5738120421306212,0.2413178984861977,0.8151299406168189,0.0,0.0,4628,62303,-0.5485227240930657,0.0,-1,0.0,4,"{""1"": {""effect"": -0.4520158618356557, ""n_state"": 1244, ""ok"": true}, ""2"": {""effect"": -0.5385750616909184, ""n_state"": 1106, ""ok"": true}, ""3"": {""effect"": -0.5449875100564356, ""n_state"": 1139, ""ok"": true}, ""4"": {""effect"": -0.5494533227658913, ""n_state"": 1139, ""ok"": true}}",0.5485227240930657,4628,-0.5485227240930657,2,12,"{""H1"": {""effect"": -0.5017343682204141, ""n_state"": 2350, ""ok"": true}, ""H2"": {""effect"": -0.5568608670366924, ""n_state"": 2278, ""ok"": true}}","{""1"": {""effect"": -0.4806485950131715, ""n_state"": 406, ""ok"": true}, ""10"": {""effect"": -0.5747949857131871, ""n_state"": 381, ""ok"": true}, ""11"": {""effect"": -0.5464224341353308, ""n_state"": 347, ""ok"": true}, ""12"": {""effect"": -0.5111716945162569, ""n_state"": 411, ""ok"": true}, ""2"": {""effect"": -0.3775786565585155, ""n_state"": 450, ""ok"": true}, ""3"": {""effect"": -0.4902877698956306, ""n_state"": 388, ""ok"": true}, ""4"": {""effect"": -0.500636287527513, ""n_state"": 377, ""ok"": true}, ""5"": {""effect"": -0.573134685615703, ""n_state"": 363, ""ok"": true}, ""6"": {""effect"": -0.5253445110350661, ""n_state"": 366, ""ok"": true}, ""7"": {""effect"": -0.589352172190805, ""n_state"": 373, ""ok"": true}, ""8"": {""effect"": -0.5120057475773974, ""n_state"": 378, ""ok"": true}, ""9"": {""effect"": -0.5162112445390323, ""n_state"": 388, ""ok"": true}}",True
abnormal_activity,gap_atr,5,0.0,6,move_ge_1atr,5013,62123,-0.5175567332542877,0.2978256533014163,0.815382386555704,0.0,0.0,4734,62197,-0.5436211143682027,0.0,-1,0.0,4,"{""1"": {""effect"": -0.5216329544614967, ""n_state"": 1146, ""ok"": true}, ""2"": {""effect"": -0.5108376094854472, ""n_state"": 1189, ""ok"": true}, ""3"": {""effect"": -0.43451538063316114, ""n_state"": 1357, ""ok"": true}, ""4"": {""effect"": -0.6138220625749075, ""n_state"": 1042, ""ok"": true}}",0.5436211143682027,4734,-0.5436211143682027,2,12,"{""H1"": {""effect"": -0.5254630891153754, ""n_state"": 2335, ""ok"": true}, ""H2"": {""effect"": -0.5219719150422886, ""n_state"": 2399, ""ok"": true}}","{""1"": {""effect"": -0.5809075350637303, ""n_state"": 362, ""ok"": true}, ""10"": {""effect"": -0.6055281100150349, ""n_state"": 373, ""ok"": true}, ""11"": {""effect"": -0.585265925910464, ""n_state"": 328, ""ok"": true}, ""12"": {""effect"": -0.6308248620811294, ""n_state"": 341, ""ok"": true}, ""2"": {""effect"": -0.496191183521667, ""n_state"": 371, ""ok"": true}, ""3"": {""effect"": -0.4759105056091064, ""n_state"": 413, ""ok"": true}, ""4"": {""effect"": -0.5350193319232033, ""n_state"": 364, ""ok"": true}, ""5"": {""effect"": -0.5018251771317093, ""n_state"": 419, ""ok"": true}, ""6"": {""effect"": -0.4806485950131715, ""n_state"": 406, ""ok"": true}, ""7"": {""effect"": -0.3983414846430054, ""n_state"": 496, ""ok"": true}, ""8"": {""effect"": -0.40808202417801986, ""n_state"": 449, ""ok"": true}, ""9"": {""effect"": -0.48739300998313206, ""n_state"": 412, ""ok"": true}}",True
range_location,dist_high24_atr,5,0.0,24,move_ge_1atr,6424,51665,-0.4715687018305375,0.4740037359900373,0.9455724378205748,0.0,0.0,6371,51640,-0.4773989657823301,0.0,-1,0.0,4,"{""1"": {""effect"": -0.43777934131141244, ""n_state"": 1572, ""ok"": true}, ""2"": {""effect"": -0.43539466034222846, ""n_state"": 1581, ""ok"": true}, ""3"": {""effect"": -0.4303824860683115, ""n_state"": 1645, ""ok"": true}, ""4"": {""effect"": -0.444628333468541, ""n_state"": 1573, ""ok"": true}}",0.4773989657823301,6371,-0.47739896578233015,2,12,"{""H1"": {""effect"": -0.44913005913477017, ""n_state"": 3153, ""ok"": true}, ""H2"": {""effect"": -0.4501869837546786, ""n_state"": 3218, ""ok"": true}}","{""1"": {""effect"": -0.4384818939062836, ""n_state"": 538, ""ok"": true}, ""10"": {""effect"": -0.44520799864743177, ""n_state"": 548, ""ok"": true}, ""11"": {""effect"": -0.41795355559095687, ""n_state"": 501, ""ok"": true}, ""12"": {""effect"": -0.4452048700821441, ""n_state"": 524, ""ok"": true}, ""2"": {""effect"": -0.4189932360765767, ""n_state"": 500, ""ok"": true}, ""3"": {""effect"": -0.43118625075824174, ""n_state"": 534, ""ok"": true}, ""4"": {""effect"": -0.4512714437238094, ""n_state"": 500, ""ok"": true}, ""5"": {""effect"": -0.40914247683407573, ""n_state"": 561, ""ok"": true}, ""6"": {""effect"": -0.4241842201388043, ""n_state"": 520, ""ok"": true}, ""7"": {""effect"": -0.4141598108061209, ""n_state"": 581, ""ok"": true}, ""8"": {""effect"": -0.41426102078685234, ""n_state"": 530, ""ok"": true}, ""9"": {""effect"": -0.43874648051697474, ""n_state"": 534, ""ok"": true}}",True
range_location,dist_high24_atr,5,0.0,12,move_ge_1atr,6429,57536,-0.4592790321672289,0.45870275314979,0.9179817853170188,0.0,0.0,6383,57421,-0.4634514413515837,0.0,-1,0.0,4,"{""1"": {""effect"": -0.4257838680966274, ""n_state"": 1572, ""ok"": true}, ""2"": {""effect"": -0.43564969127232617, ""n_state"": 1581, ""ok"": true}, ""3"": {""effect"": -0.4215345184726042, ""n_state"": 1645, ""ok"": true}, ""4"": {""effect"": -0.42842579606998243, ""n_state"": 1585, ""ok"": true}}",0.4634514413515837,6383,-0.4634514413515837,2,12,"{""H1"": {""effect"": -0.4419263800953439, ""n_state"": 3153, ""ok"": true}, ""H2"": {""effect"": -0.4362428944726002, ""n_state"": 3230, ""ok"": true}}","{""1"": {""effect"": -0.41708161574714286, ""n_state"": 538, ""ok"": true}, ""10"": {""effect"": -0.4384823943304418, ""n_state"": 548, ""ok"": true}, ""11"": {""effect"": -0.4027813762551197, ""n_state"": 501, ""ok"": true}, ""12"": {""effect"": -0.4209852614653231, ""n_state"": 536, ""ok"": true}, ""2"": {""effect"": -0.40383722987488946, ""n_state"": 500, ""ok"": true}, ""3"": {""effect"": -0.4343603212911314, ""n_state"": 534, ""ok"": true}, ""4"": {""effect"": -0.45423214962719577, ""n_state"": 500, ""ok"": true}, ""5"": {""effect"": -0.4020543458509623, ""n_state"": 561, ""ok"": true}, ""6"": {""effect"": -0.43196226534353077, ""n_state"": 520, ""ok"": true}, ""7"": {""effect"": -0.4047575988639835, ""n_state"": 581, ""ok"": true}, ""8"": {""effect"": -0.40433311604933564, ""n_state"": 530, ""ok"": true}, ""9"": {""effect"": -0.4343603212911314, ""n_state"": 534, ""ok"": true}}",True
range_location,dist_high24_atr,5,0.0,6,move_ge_1atr,6429,60707,-0.4189734374906759,0.3978845854720796,0.8168580229627556,0.0,0.0,6388,60543,-0.4212936636650585,0.0,-1,0.0,4,"{""1"": {""effect"": -0.37775457974583676, ""n_state"": 1572, ""ok"": true}, ""2"": {""effect"": -0.40540048307004517, ""n_state"": 1581, ""ok"": true}, ""3"": {""effect"": -0.37329270033456724, ""n_state"": 1645, ""ok"": true}, ""4"": {""effect"": -0.405683699612069, ""n_state"": 1590, ""ok"": true}}",0.4212936636650585,6388,-0.42129366366505855,2,12,"{""H1"": {""effect"": -0.4012961398560423, ""n_state"": 3153, ""ok"": true}, ""H2"": {""effect"": -0.3991006789592139, ""n_state"": 3235, ""ok"": true}}","{""1"": {""effect"": -0.35299520703491544, ""n_state"": 538, ""ok"": true}, ""10"": {""effect"": -0.43985796425102686, ""n_state"": 548, ""ok"": true}, ""11"": {""effect"": -0.386033442673587, ""n_state"": 501, ""ok"": true}, ""12"": {""effect"": -0.37025711230256203, ""n_state"": 541, ""ok"": true}, ""2"": {""effect"": -0.3671158946877211, ""n_state"": 500, ""ok"": true}, ""3"": {""effect"": -0.39512132756776447, ""n_state"": 534, ""ok"": true}, ""4"": {""effect"": -0.42353738465475455, ""n_state"": 500, ""ok"": true}, ""5"": {""effect"": -0.3758013534560344, ""n_state"": 561, ""ok"": true}, ""6"": {""effect"": -0.4003297936046276, ""n_state"": 520, ""ok"": true}, ""7"": {""effect"": -0.3740298344848875, ""n_state"": 581, ""ok"": true}, ""8"": {""effect"": -0.34658960296403807, ""n_state"": 530, ""ok"": true}, ""9"": {""effect"": -0.3800195667881073, ""n_state"": 534, ""ok"": true}}",True
extension_reversion,body_atr,5,0.0,3,move_ge_1atr,4547,64185,-0.4094869715162311,0.1974928524301737,0.6069798239464049,0.0,0.0,4456,64056,-0.4138323536026265,0.0,-1,0.0,4,"{""1"": {""effect"": -0.37615437818346653, ""n_state"": 1094, ""ok"": true}, ""2"": {""effect"": -0.4118951471895205, ""n_state"": 1073, ""ok"": true}, ""3"": {""effect"": -0.3780627275005518, ""n_state"": 1149, ""ok"": true}, ""4"": {""effect"": -0.4076683426192984, ""n_state"": 1140, ""ok"": true}}",0.4138323536026265,4456,-0.4138323536026265,2,12,"{""H1"": {""effect"": -0.40028591576878053, ""n_state"": 2167, ""ok"": true}, ""H2"": {""effect"": -0.3995969322631101, ""n_state"": 2289, ""ok"": true}}","{""1"": {""effect"": -0.36352244347312385, ""n_state"": 385, ""ok"": true}, ""10"": {""effect"": -0.440860289422055, ""n_state"": 382, ""ok"": true}, ""11"": {""effect"": -0.4039772727272727, ""n_state"": 352, ""ok"": true}, ""12"": {""effect"": -0.3668781162485196, ""n_state"": 406, ""ok"": true}, ""2"": {""effect"": -0.36127405257459155, ""n_state"": 357, ""ok"": true}, ""3"": {""effect"": -0.39255495091762693, ""n_state"": 352, ""ok"": true}, ""4"": {""effect"": -0.40868569197828375, ""n_state"": 356, ""ok"": true}, ""5"": {""effect"": -0.406747563641383, ""n_state"": 364, ""ok"": true}, ""6"": {""effect"": -0.4072999282173365, ""n_state"": 353, ""ok"": true}, ""7"": {""effect"": -0.4153566326131204, ""n_state"": 384, ""ok"": true}, ""8"": {""effect"": -0.3554586031052903, ""n_state"": 366, ""ok"": true}, ""9"": {""effect"": -0.3506715785985452, ""n_state"": 399, ""ok"": true}}",True
wick_rejection,lower_wick_atr,5,0.0,3,move_ge_1atr,4551,64181,-0.4035802482919079,0.2030323005932762,0.6066125488851841,0.0,0.0,4537,63975,-0.404338818776586,0.0,-1,0.0,4,"{""1"": {""effect"": -0.358931513931375, ""n_state"": 1128, ""ok"": true}, ""2"": {""effect"": -0.382011453433439, ""n_state"": 1126, ""ok"": true}, ""3"": {""effect"": -0.38948413486094224, ""n_state"": 1159, ""ok"": true}, ""4"": {""effect"": -0.4051721934504955, ""n_state"": 1124, ""ok"": true}}",0.404338818776586,4537,-0.404338818776586,2,12,"{""H1"": {""effect"": -0.37676268748368047, ""n_state"": 2254, ""ok"": true}, ""H2"": {""effect"": -0.40405451010588855, ""n_state"": 2283, ""ok"": true}}","{""1"": {""effect"": -0.34481709789037485, ""n_state"": 402, ""ok"": true}, ""10"": {""effect"": -0.41356407716941435, ""n_state"": 386, ""ok"": true}, ""11"": {""effect"": -0.40876265367800235, ""n_state"": 350, ""ok"": true}, ""12"": {""effect"": -0.3806860382552858, ""n_state"": 388, ""ok"": true}, ""2"": {""effect"": -0.32884325849339396, ""n_state"": 359, ""ok"": true}, ""3"": {""effect"": -0.39166075384613236, ""n_state"": 367, ""ok"": true}, ""4"": {""effect"": -0.39924582015566024, ""n_state"": 354, ""ok"": true}, ""5"": {""effect"": -0.34513753964601923, ""n_state"": 407, ""ok"": true}, ""6"": {""effect"": -0.3934279863574533, ""n_state"": 365, ""ok"": true}, ""7"": {""effect"": -0.3887464303788317, ""n_state"": 416, ""ok"": true}, ""8"": {""effect"": -0.36221212694583815, ""n_state"": 373, ""ok"": true}, ""9"": {""effect"": -0.40399134716295937, ""n_state"": 370, ""ok"": true}}",True
abnormal_activity,gap_atr,5,4.0,3,move_ge_1atr,3758,64974,-0.4028756465127501,0.1990420436402341,0.6019176901529842,0.0,0.0,3748,64764,-0.3903218562139118,0.0,-1,0.0,4,"{""1"": {""effect"": -0.4225418824455559, ""n_state"": 934, ""ok"": true}, ""2"": {""effect"": -0.3468642548747958, ""n_state"": 1044, ""ok"": true}, ""3"": {""effect"": -0.3580633719687739, ""n_state"": 1060, ""ok"": true}, ""4"": {""effect"": -0.37478374272062276, ""n_state"": 710, ""ok"": true}}",0.3903218562139118,3748,-0.3903218562139118,2,12,"{""H1"": {""effect"": -0.38829955129413296, ""n_state"": 1978, ""ok"": true}, ""H2"": {""effect"": -0.3694392116569294, ""n_state"": 1770, ""ok"": true}}","{""1"": {""effect"": -0.4729288432392449, ""n_state"": 323, ""ok"": true}, ""10"": {""effect"": -0.31466930880963717, ""n_state"": 241, ""ok"": true}, ""11"": {""effect"": -0.3326455088417848, ""n_state"": 200, ""ok"": true}, ""12"": {""effect"": -0.45321227167272954, ""n_state"": 269, ""ok"": true}, ""2"": {""effect"": -0.37607940446650123, ""n_state"": 312, ""ok"": true}, ""3"": {""effect"": -0.40456043476250636, ""n_state"": 299, ""ok"": true}, ""4"": {""effect"": -0.3736072884509932, ""n_state"": 303, ""ok"": true}, ""5"": {""effect"": -0.3114138052638193, ""n_state"": 362, ""ok"": true}, ""6"": {""effect"": -0.3496110955109646, ""n_state"": 379, ""ok"": true}, ""7"": {""effect"": -0.3147901660395716, ""n_state"": 402, ""ok"": true}, ""8"": {""effect"": -0.3618613973644636, ""n_state"": 358, ""ok"": true}, ""9"": {""effect"": -0.3984190465020817, ""n_state"": 300, ""ok"": true}}",True
compression_expansion,compression6_atr,5,0.0,3,move_ge_1atr,4492,64240,-0.3974981813524306,0.2083704363312555,0.6058686176836862,0.0,0.0,4630,63882,-0.3747191281333165,0.0,-1,0.0,4,"{""1"": {""effect"": -0.2897817952167908, ""n_state"": 1244, ""ok"": true}, ""2"": {""effect"": -0.37563164112166064, ""n_state"": 1106, ""ok"": true}, ""3"": {""effect"": -0.3816229037543887, ""n_state"": 1139, ""ok"": true}, ""4"": {""effect"": -0.3810841353302187, ""n_state"": 1141, ""ok"": true}}",0.3747191281333165,4630,-0.3747191281333165,2,12,"{""H1"": {""effect"": -0.3360743294826946, ""n_state"": 2350, ""ok"": true}, ""H2"": {""effect"": -0.3879172202762008, ""n_state"": 2280, ""ok"": true}}","{""1"": {""effect"": -0.32227884698425036, ""n_state"": 406, ""ok"": true}, ""10"": {""effect"": -0.4009250205072358, ""n_state"": 381, ""ok"": true}, ""11"": {""effect"": -0.3783891899867481, ""n_state"": 347, ""ok"": true}, ""12"": {""effect"": -0.3533078728458535, ""n_state"": 413, ""ok"": true}, ""2"": {""effect"": -0.2214623921326634, ""n_state"": 450, ""ok"": true}, ""3"": {""effect"": -0.323662066807223, ""n_state"": 388, ""ok"": true}, ""4"": {""effect"": -0.34309822187539607, ""n_state"": 377, ""ok"": true}, ""5"": {""effect"": -0.4007537041970949, ""n_state"": 363, ""ok"": true}, ""6"": {""effect"": -0.37194009198187306, ""n_state"": 366, ""ok"": true}, ""7"": {""effect"": -0.4215162296184739, ""n_state"": 373, ""ok"": true}, ""8"": {""effect"": -0.3463632123625666, ""n_state"": 378, ""ok"": true}, ""9"": {""effect"": -0.36513404604217775, ""n_state"": 388, ""ok"": true}}",True
range_location,dist_high24_atr,5,0.0,3,move_ge_1atr,6429,62303,-0.323820597908025,0.2863586871986312,0.6101792851066562,0.0,0.0,6388,62124,-0.3242041579877795,0.0,-1,0.0,4,"{""1"": {""effect"": -0.2655147483105527, ""n_state"": 1572, ""ok"": true}, ""2"": {""effect"": -0.3256114931242595, ""n_state"": 1581, ""ok"": true}, ""3"": {""effect"": -0.29721495416910476, ""n_state"": 1645, ""ok"": true}, ""4"": {""effect"": -0.31550602701088787, ""n_state"": 1590, ""ok"": true}}",0.3242041579877795,6388,-0.3242041579877795,2,12,"{""H1"": {""effect"": -0.3027780009549541, ""n_state"": 3153, ""ok"": true}, ""H2"": {""effect"": -0.3137941203553451, ""n_state"": 3235, ""ok"": true}}","{""1"": {""effect"": -0.2582938173495814, ""n_state"": 538, ""ok"": true}, ""10"": {""effect"": -0.36889516863156835, ""n_state"": 548, ""ok"": true}, ""11"": {""effect"": -0.2973920709257111, ""n_state"": 501, ""ok"": true}, ""12"": {""effect"": -0.26376650627152587, ""n_state"": 541, ""ok"": true}, ""2"": {""effect"": -0.25050261718520256, ""n_state"": 500, ""ok"": true}, ""3"": {""effect"": -0.2748088911338687, ""n_state"": 534, ""ok"": true}, ""4"": {""effect"": -0.3250466388284421, ""n_state"": 500, ""ok"": true}, ""5"": {""effect"": -0.3107519728683595, ""n_state"": 561, ""ok"": true}, ""6"": {""effect"": -0.3268475024210993, ""n_state"": 520, ""ok"": true}, ""7"": {""effect"": -0.3059297463197381, ""n_state"": 581, ""ok"": true}, ""8"": {""effect"": -0.2763595024876175, ""n_state"": 530, ""ok"": true}, ""9"": {""effect"": -0.29368258931095026, ""n_state"": 534, ""ok"": true}}",True
abnormal_activity,gap_atr,2,,24,move_ge_1atr,21193,36896,0.1598470867972614,0.994951163119898,0.8351040763226366,0.0,0.0,16829,41182,0.1395857670556661,0.0,1,0.0,4,"{""1"": {""effect"": 0.10641916251959094, ""n_state"": 4215, ""ok"": true}, ""2"": {""effect"": 0.10601215473973558, ""n_state"": 3872, ""ok"": true}, ""3"": {""effect"": 0.10368640461861467, ""n_state"": 3413, ""ok"": true}, ""4"": {""effect"": 0.11065468356188113, ""n_state"": 5329, ""ok"": true}}",0.1395857670556661,16829,0.13958576705566617,2,12,"{""H1"": {""effect"": 0.11481155077741168, ""n_state"": 8087, ""ok"": true}, ""H2"": {""effect"": 0.11698530107982408, ""n_state"": 8742, ""ok"": true}}","{""1"": {""effect"": 0.09931951272163153, ""n_state"": 1704, ""ok"": true}, ""10"": {""effect"": 0.101740660933486, ""n_state"": 1815, ""ok"": true}, ""11"": {""effect"": 0.10595256987086121, ""n_state"": 1698, ""ok"": true}, ""12"": {""effect"": 0.10345128452568209, ""n_state"": 1816, ""ok"": true}, ""2"": {""effect"": 0.10448434031660037, ""n_state"": 1254, ""ok"": true}, ""3"": {""effect"": 0.10042987518127677, ""n_state"": 1257, ""ok"": true}, ""4"": {""effect"": 0.10402245495565732, ""n_state"": 1512, ""ok"": true}, ""5"": {""effect"": 0.09930949748749762, ""n_state"": 1321, ""ok"": true}, ""6"": {""effect"": 0.09966589805153603, ""n_state"": 1039, ""ok"": true}, ""7"": {""effect"": 0.1027647004386606, ""n_state"": 1068, ""ok"": true}, ""8"": {""effect"": 0.09573552495958348, ""n_state"": 956, ""ok"": true}, ""9"": {""effect"": 0.09980845275092842, ""n_state"": 1389, ""ok"": true}}",True
abnormal_activity,gap_atr,2,,12,move_ge_1atr,23321,40644,0.1473353417170215,0.9654388748338408,0.8181035331168192,0.0,0.0,18524,45280,0.1314936005090903,0.0,1,0.0,4,"{""1"": {""effect"": 0.10299075849067962, ""n_state"": 4699, ""ok"": true}, ""2"": {""effect"": 0.09772182311841016, ""n_state"": 4262, ""ok"": true}, ""3"": {""effect"": 0.09088809001541365, ""n_state"": 3778, ""ok"": true}, ""4"": {""effect"": 0.10808687041885356, ""n_state"": 5785, ""ok"": true}}",0.1314936005090903,18524,0.1314936005090903,2,12,"{""H1"": {""effect"": 0.10866405933958567, ""n_state"": 8961, ""ok"": true}, ""H2"": {""effect"": 0.1096760652301062, ""n_state"": 9563, ""ok"": true}}","{""1"": {""effect"": 0.10094503708288827, ""n_state"": 1905, ""ok"": true}, ""10"": {""effect"": 0.10139334064999617, ""n_state"": 1962, ""ok"": true}, ""11"": {""effect"": 0.1090913544314226, ""n_state"": 1826, ""ok"": true}, ""12"": {""effect"": 0.09422242477570775, ""n_state"": 1997, ""ok"": true}, ""2"": {""effect"": 0.0988525196684178, ""n_state"": 1403, ""ok"": true}, ""3"": {""effect"": 0.09268378217993467, ""n_state"": 1391, ""ok"": true}, ""4"": {""effect"": 0.0959124813742579, ""n_state"": 1652, ""ok"": true}, ""5"": {""effect"": 0.09857908817335659, ""n_state"": 1452, ""ok"": true}, ""6"": {""effect"": 0.08306647484946661, ""n_state"": 1158, ""ok"": true}, ""7"": {""effect"": 0.08871167572239524, ""n_state"": 1168, ""ok"": true}, ""8"": {""effect"": 0.08735009680933503, ""n_state"": 1062, ""ok"": true}, ""9"": {""effect"": 0.08613559117741398, ""n_state"": 1548, ""ok"": true}}",True
wick_rejection,upper_wick_atr,4,,24,move_ge_1atr,10513,47576,0.1259476204651279,0.9965756682202986,0.8706280477551707,6.957870203e-314,5.9141896725e-313,10983,47028,0.1250074839035958,0.0,1,0.0,4,"{""1"": {""effect"": 0.10640773040786355, ""n_state"": 2756, ""ok"": true}, ""2"": {""effect"": 0.10715102708792723, ""n_state"": 2614, ""ok"": true}, ""3"": {""effect"": 0.10528270791781458, ""n_state"": 2761, ""ok"": true}, ""4"": {""effect"": 0.10670853051183127, ""n_state"": 2852, ""ok"": true}}",0.1250074839035958,10983,0.12500748390359584,2,12,"{""H1"": {""effect"": 0.11221211794150299, ""n_state"": 5370, ""ok"": true}, ""H2"": {""effect"": 0.11168293802916052, ""n_state"": 5613, ""ok"": true}}","{""1"": {""effect"": 0.10362758241488745, ""n_state"": 1048, ""ok"": true}, ""10"": {""effect"": 0.10141325645748167, ""n_state"": 1007, ""ok"": true}, ""11"": {""effect"": 0.10630583289542828, ""n_state"": 921, ""ok"": true}, ""12"": {""effect"": 0.10191234659152049, ""n_state"": 924, ""ok"": true}, ""2"": {""effect"": 0.1036920385762985, ""n_state"": 830, ""ok"": true}, ""3"": {""effect"": 0.10160000322151241, ""n_state"": 878, ""ok"": true}, ""4"": {""effect"": 0.10389505427738843, ""n_state"": 874, ""ok"": true}, ""5"": {""effect"": 0.10177260454458614, ""n_state"": 903, ""ok"": true}, ""6"": {""effect"": 0.10614964844159935, ""n_state"": 837, ""ok"": true}, ""7"": {""effect"": 0.10430820670890328, ""n_state"": 972, ""ok"": true}, ""8"": {""effect"": 0.09925809097091642, ""n_state"": 875, ""ok"": true}, ""9"": {""effect"": 0.10184637613698122, ""n_state"": 914, ""ok"": true}}",True
extension_reversion,body_atr,3,,24,move_ge_1atr,10318,47771,0.1221728283230031,0.9938941655359566,0.8717213372129534,3.215680481582526e-291,1.5619019481972271e-290,11173,46838,0.1242533974952053,0.0,1,0.0,4,"{""1"": {""effect"": 0.10359711039496466, ""n_state"": 2721, ""ok"": true}, ""2"": {""effect"": 0.10699408781269193, ""n_state"": 2696, ""ok"": true}, ""3"": {""effect"": 0.10438943241274667, ""n_state"": 2919, ""ok"": true}, ""4"": {""effect"": 0.10666197708817993, ""n_state"": 2837, ""ok"": true}}",0.1242533974952053,11173,0.12425339749520536,2,12,"{""H1"": {""effect"": 0.1107101860796913, ""n_state"": 5417, ""ok"": true}, ""H2"": {""effect"": 0.11132027890970597, ""n_state"": 5756, ""ok"": true}}","{""1"": {""effect"": 0.09998129879930584, ""n_state"": 955, ""ok"": true}, ""10"": {""effect"": 0.10237710874418937, ""n_state"": 999, ""ok"": true}, ""11"": {""effect"": 0.10297430257068274, ""n_state"": 917, ""ok"": true}, ""12"": {""effect"": 0.10409924783030167, ""n_state"": 921, ""ok"": true}, ""2"": {""effect"": 0.10389505427738843, ""n_state"": 874, ""ok"": true}, ""3"": {""effect"": 0.09714319181172937, ""n_state"": 892, ""ok"": true}, ""4"": {""effect"": 0.10178611336908994, ""n_state"": 905, ""ok"": true}, ""5"": {""effect"": 0.10399214148147218, ""n_state"": 896, ""ok"": true}, ""6"": {""effect"": 0.10512261433264691, ""n_state"": 895, ""ok"": true}, ""7"": {""effect"": 0.10462875396046312, ""n_state"": 1056, ""ok"": true}, ""8"": {""effect"": 0.09866311712393505, ""n_state"": 929, ""ok"": true}, ""9"": {""effect"": 0.09871275735220608, ""n_state"": 934, ""ok"": true}}",True
compression_expansion,atr_slope3,4,,12,move_ge_1atr,11523,52442,0.1352796750289578,0.9827301917903324,0.8474505167613745,0.0,0.0,11488,52316,0.1306575255874894,1.1676625e-316,1,1.074249493e-315,4,"{""1"": {""effect"": 0.11542508516248906, ""n_state"": 2912, ""ok"": true}, ""2"": {""effect"": 0.11075091181916796, ""n_state"": 2761, ""ok"": true}, ""3"": {""effect"": 0.11134476504060753, ""n_state"": 2899, ""ok"": true}, ""4"": {""effect"": 0.11114503969509149, ""n_state"": 2916, ""ok"": true}}",0.1306575255874894,11488,0.13065752558748944,2,12,"{""H1"": {""effect"": 0.11866442067730443, ""n_state"": 5673, ""ok"": true}, ""H2"": {""effect"": 0.1168222508235951, ""n_state"": 5815, ""ok"": true}}","{""1"": {""effect"": 0.11794098654538832, ""n_state"": 1058, ""ok"": true}, ""10"": {""effect"": 0.11234763007338255, ""n_state"": 1014, ""ok"": true}, ""11"": {""effect"": 0.10838403095230098, ""n_state"": 1016, ""ok"": true}, ""12"": {""effect"": 0.10165095749334985, ""n_state"": 886, ""ok"": true}, ""2"": {""effect"": 0.10502692494671106, ""n_state"": 884, ""ok"": true}, ""3"": {""effect"": 0.111496730544137, ""n_state"": 970, ""ok"": true}, ""4"": {""effect"": 0.10786289938293603, ""n_state"": 905, ""ok"": true}, ""5"": {""effect"": 0.1064532035375707, ""n_state"": 936, ""ok"": true}, ""6"": {""effect"": 0.10823593753024885, ""n_state"": 920, ""ok"": true}, ""7"": {""effect"": 0.11007332555666227, ""n_state"": 1001, ""ok"": true}, ""8"": {""effect"": 0.10764612015747665, ""n_state"": 984, ""ok"": true}, ""9"": {""effect"": 0.10586808337853637, ""n_state"": 914, ""ok"": true}}",True
compression_expansion,atr_slope3,3,,24,move_ge_1atr,10356,47733,0.1260577467667958,0.9970065662417922,0.8709488194749964,8.813683328832e-311,6.35844297294316e-310,10588,47423,0.1248564760271797,3.400895098e-315,1,3.122640044e-314,4,"{""1"": {""effect"": 0.10816358720144215, ""n_state"": 2536, ""ok"": true}, ""2"": {""effect"": 0.10475484241200195, ""n_state"": 2616, ""ok"": true}, ""3"": {""effect"": 0.10600830853827325, ""n_state"": 2632, ""ok"": true}, ""4"": {""effect"": 0.1088074704806371, ""n_state"": 2804, ""ok"": true}}",0.1248564760271797,10588,0.12485647602717975,2,12,"{""H1"": {""effect"": 0.11161962038584072, ""n_state"": 5152, ""ok"": true}, ""H2"": {""effect"": 0.11299934184214921, ""n_state"": 5436, ""ok"": true}}","{""1"": {""effect"": 0.10432409923731045, ""n_state"": 976, ""ok"": true}, ""10"": {""effect"": 0.10416612049536766, ""n_state"": 937, ""ok"": true}, ""11"": {""effect"": 0.10636731689363266, ""n_state"": 954, ""ok"": true}, ""12"": {""effect"": 0.10517813438642432, ""n_state"": 913, ""ok"": true}, ""2"": {""effect"": 0.10465565597335813, ""n_state"": 755, ""ok"": true}, ""3"": {""effect"": 0.10609027025137219, ""n_state"": 805, ""ok"": true}, ""4"": {""effect"": 0.10257985769921762, ""n_state"": 848, ""ok"": true}, ""5"": {""effect"": 0.10300134937916505, ""n_state"": 922, ""ok"": true}, ""6"": {""effect"": 0.09896920262547193, ""n_state"": 846, ""ok"": true}, ""7"": {""effect"": 0.1053134054344298, ""n_state"": 958, ""ok"": true}, ""8"": {""effect"": 0.09788489163342506, ""n_state"": 856, ""ok"": true}, ""9"": {""effect"": 0.10487440608274545, ""n_state"": 818, ""ok"": true}}",True
